3.205136E8	6.6686752E8	1.06008307E9	1.35099981E9	1.55910195E9	1.91916493E9	4.28005683E9	6.71089E9	8.4055675E9	1.06753618E10	2.34477302E10	1.76459694E10	1.88659057E10
6.0720384E7	1.85766144E8	3.08736256E8	6.1989824E8	9.4984499E8	1.2124608E9	3.59310182E9	6.1746335E9	7.4577203E9	9.6351048E9	2.44142735E10	1.85557811E10	1.73290578E10
5.0638464E7	1.19324544E8	2.91281408E8	5.5740083E8	9.7119949E8	9.825408E8	3.52659866E9	5.2310825E9	6.61261E9	8.4785398E9	1.99705477E10	1.96020429E10	1.70042655E10
4.5730048E7	1.12727936E8	2.58172928E8	5.4724659E8	9.0620877E8	9.7781094E8	3.28949453E9	5.0767831E9	5.9966833E9	8.119253E9	1.9597353E10	1.56813967E10	1.73944136E10
4.3091712E7	1.4201984E8	2.56300544E8	5.459241E8	7.7973862E8	1.06746266E9	3.09122355E9	5.1756442E9	6.7785093E9	8.104448E9	2.00230748E10	1.46740511E10	1.63595387E10
4.1319424E7	1.1227968E8	2.76191232E8	4.2242816E8	7.6865075E8	9.4675354E8	3.22077286E9	5.8310021E9	7.1129416E9	7.5106755E9	2.2343852E10	1.46428477E10	1.72780175E10
3.888832E7	1.12045056E8	3.25890304E8	4.77941248E8	8.0949658E8	9.3996134E8	3.08640154E9	4.7320883E9	6.3629353E9	8.0329892E9	2.11668828E10	1.51474258E10	1.57007135E10
3.8471168E7	1.0265472E8	2.6421504E8	4.79318528E8	8.2793984E8	9.4379213E8	3.01305651E9	4.6873272E9	6.6552873E9	7.9952609E9	2.34679337E10	1.49028291E10	1.63752018E10
3.4782336E7	1.03573504E8	2.41241856E8	4.90518528E8	8.2060186E8	9.4245274E8	3.36458752E9	5.070975E9	6.0020777E9	9.1691991E9	1.96758077E10	1.63186934E10	1.55653816E10
3.3522048E7	9.8404864E7	2.3372672E8	5.6973722E8	8.4498432E8	9.7581056E8	3.03295283E9	5.2458906E9	6.1620675E9	8.7652188E9	2.29276877E10	1.69325199E10	1.71140874E10
3.506048E7	9.2154624E7	2.19837184E8	5.06717184E8	8.3071693E8	8.6283469E8	3.22341274E9	5.130453E9	6.9333443E9	8.8967004E9	1.88277555E10	1.48881572E10	1.58448026E10
