numberOfDeploymentConfigurations infrastructureCount solvingDurationProcess finalSystemCpuTime finalUserCpuTime initialSystemCpuTime initialUserCpuTime deltaSystemCpuTime deltaUserCpuTime totalExecutionDuration threadMemoryConsumption
3000 75 5.7085576 1.66103892E11 1.65889999E11 1.60265765E11 1.60080003E11 5.8381271E9 5.8099958E9 0.0 6.6855322E8
3000 75 5.729236 1.71955978E11 1.71740004E11 1.66104465E11 1.65889999E11 5.8515128E9 5.8500055E9 0.0 6.6855322E8
3000 75 8.238775 1.80349305E11 1.80139999E11 1.71959419E11 1.71749999E11 8.389886E9 8.3900006E9 0.0 6.6894643E8
3000 75 6.1867366 1.86654392E11 1.86440008E11 1.80350026E11 1.80139999E11 6.3043666E9 6.3000084E9 0.0 6.6894643E8
3000 75 7.7371783 1.94461975E11 1.94249998E11 1.86654933E11 1.86440008E11 7.8070415E9 7.8099907E9 0.0 6.6901197E8
3000 75 9.691573 2.04462785E11 2.04250006E11 1.9446299E11 1.94249998E11 9.9997942E9 1.00000072E10 0.0 6.6901197E8
3000 75 5.168582 2.09770119E11 2.09540006E11 2.04463325E11 2.04250006E11 5.306794E9 5.2900004E9 0.0 6.6901197E8
3000 75 4.963579 2.14764782E11 2.14529999E11 2.09770578E11 2.09540006E11 4.9942036E9 4.989993E9 0.0 6.6914304E8
3000 75 5.094404 2.20011217E11 2.19780006E11 2.1476524E11 2.14529999E11 5.2459766E9 5.250007E9 0.0 6.6920858E8
3000 75 4.80907 2.24843514E11 2.24609993E11 2.2001179E11 2.19780006E11 4.8317235E9 4.8299868E9 0.0 6.6920858E8
3000 75 5.76434 2.30813942E11 2.30579995E11 2.24844005E11 2.24609993E11 5.9699364E9 5.9700019E9 0.0 6.6920858E8
3000 75 5.123113 2.3605366E11 2.35820007E11 2.30814319E11 2.30579995E11 5.2393411E9 5.2400128E9 0.0 6.6920858E8
3000 75 6.1872272 2.42353979E11 2.42110005E11 2.36054299E11 2.35820007E11 6.2996808E9 6.2899978E9 0.0 6.6966733E8
3000 75 5.144639 2.47633805E11 2.47389995E11 2.42354553E11 2.42110005E11 5.2792525E9 5.2799898E9 0.0 6.6966733E8
3000 75 4.607592 2.52338881E11 2.52070003E11 2.47634297E11 2.47389995E11 4.7045837E9 4.6800077E9 0.0 6.6966733E8
3000 75 5.233664 2.57694695E11 2.57429996E11 2.52339241E11 2.52070003E11 5.3554545E9 5.3599928E9 0.0 6.6966733E8
3000 75 5.3105707 2.63117226E11 2.62850003E11 2.57695056E11 2.57429996E11 5.4221701E9 5.4200074E9 0.0 6.6966733E8
3000 75 5.6948423 2.68991955E11 2.68719997E11 2.63117619E11 2.62850003E11 5.8743357E9 5.869994E9 0.0 6.6973286E8
3000 75 4.943944 2.74054873E11 2.73779999E11 2.68992397E11 2.68719997E11 5.0624758E9 5.0600018E9 0.0 6.6973286E8
3000 75 5.034915 2.79107043E11 2.78839984E11 2.74055217E11 2.73779999E11 5.0518262E9 5.0599854E9 0.0 6.6973286E8
