numberOfDeploymentConfigurations infrastructureCount solvingDurationProcess finalSystemCpuTime finalUserCpuTime initialSystemCpuTime initialUserCpuTime deltaSystemCpuTime deltaUserCpuTime totalExecutionDuration threadMemoryConsumption
600 15 0.13566361 3.49283072E9 3.42E9 3.35790771E9 3.28E9 1.34923008E8 1.4E8 0.0 4.18103296E8
600 15 0.09823949 3.59914522E9 3.52E9 3.49334451E9 3.42E9 1.05800704E8 1.0E8 0.0 4.18103296E8
600 15 0.07993033 3.68718515E9 3.60999987E9 3.59981414E9 3.52E9 8.7371008E7 8.9999872E7 0.0 4.18168832E8
600 15 0.08059406 3.77589632E9 3.7E9 3.6878487E9 3.60999987E9 8.8047616E7 9.0000128E7 0.0 4.18168832E8
600 15 0.08278953 3.86543078E9 3.79000013E9 3.77647309E9 3.7E9 8.8957696E7 9.0000128E7 0.0 4.18234368E8
600 15 0.085703924 3.95805594E9 3.88E9 3.8659735E9 3.79000013E9 9.2082432E7 8.9999872E7 0.0 4.18299904E8
600 15 0.08725866 4.0521641E9 3.98E9 3.95862067E9 3.88E9 9.3543424E7 1.0E8 0.0 4.1836544E8
600 15 0.08794056 4.14733158E9 4.07000013E9 4.05274522E9 3.98E9 9.4586368E7 9.0000128E7 0.0 4.18430976E8
600 15 0.08295217 4.23720704E9 4.16E9 4.14791654E9 4.07000013E9 8.9290496E7 8.9999872E7 0.0 4.18496512E8
600 15 0.084041364 4.3277727E9 4.24999987E9 4.23780198E9 4.16E9 8.9970688E7 8.9999872E7 0.0 4.18496512E8
600 15 0.084410064 4.4184177E9 4.3399997E9 4.3281915E9 4.24999987E9 9.0226176E7 8.9999872E7 0.0 4.18496512E8
600 15 0.08415157 4.5103729E9 4.44E9 4.419072E9 4.3399997E9 9.1300864E7 1.00000256E8 0.0 4.18562048E8
600 15 0.09025282 4.6069786E9 4.5299999E9 4.5108854E9 4.44E9 9.6093184E7 8.9999872E7 0.0 4.18562048E8
600 15 0.08123832 4.6941286E9 4.6200003E9 4.6073938E9 4.5299999E9 8.6734848E7 9.0000384E7 0.0 4.18562048E8
600 15 0.07895555 4.7797714E9 4.7000003E9 4.6945167E9 4.6200003E9 8.5254656E7 8.0E7 0.0 4.18627584E8
600 15 0.07761369 4.8636237E9 4.7900001E9 4.7802179E9 4.7100001E9 8.3405824E7 8.0E7 0.0 4.18627584E8
600 15 0.08214241 4.951702E9 4.88E9 4.8639892E9 4.7900001E9 8.7712768E7 8.9999872E7 0.0 4.18758656E8
600 15 0.079511344 5.0360484E9 4.96E9 4.9520328E9 4.88E9 8.4015616E7 8.0E7 0.0 4.18758656E8
600 15 0.08209174 5.1236019E9 5.0499999E9 5.0364657E9 4.96E9 8.7136256E7 8.9999872E7 0.0 4.18758656E8
600 15 0.072527654 5.2016051E9 5.1299999E9 5.1240428E9 5.0499999E9 7.7562368E7 8.0E7 0.0 4.18758656E8
600 15 0.07637371 5.2847708E9 5.2099999E9 5.2019313E9 5.1299999E9 8.2839552E7 8.0E7 0.0 4.18824192E8
600 15 0.084061325 5.3747553E9 5.2999997E9 5.2852454E9 5.2099999E9 8.9509888E7 8.9999872E7 0.0 4.19151872E8
600 15 0.07747578 5.4595092E9 5.3799997E9 5.3751869E9 5.2999997E9 8.4322304E7 8.0E7 0.0 4.19217408E8
600 15 0.07729713 5.543574E9 5.4700001E9 5.4599025E9 5.3799997E9 8.3671552E7 9.0000384E7 0.0 4.19217408E8
600 15 0.09185076 5.6444646E9 5.5699999E9 5.5441075E9 5.4700001E9 1.0035712E8 9.9999744E7 0.0 4.19217408E8
600 15 0.08199045 5.7353416E9 5.6600003E9 5.645014E9 5.5699999E9 9.0327552E7 9.0000384E7 0.0 4.19282944E8
600 15 0.08129123 5.8236109E9 5.7500001E9 5.7359227E9 5.6600003E9 8.7688192E7 8.9999872E7 0.0 4.19282944E8
600 15 0.08969423 5.924075E9 5.8499999E9 5.8264079E9 5.7500001E9 9.7667072E7 9.9999744E7 0.0 4.1934848E8
600 15 0.12312947 6.0553477E9 5.9800003E9 5.9244119E9 5.8499999E9 1.30935808E8 1.30000384E8 0.0 4.19414016E8
600 15 0.08219796 6.1435044E9 6.0700001E9 6.0557486E9 5.9800003E9 8.7755776E7 8.9999872E7 0.0 4.19479552E8
600 15 0.10935367 6.258411E9 6.1799997E9 6.1438858E9 6.0700001E9 1.14525184E8 1.09999616E8 0.0 4.19479552E8
600 15 0.07472041 6.3385764E9 6.2599997E9 6.2587653E9 6.1799997E9 7.9811072E7 8.0E7 0.0 4.19479552E8
