numberOfDeploymentConfigurations infrastructureCount solvingDurationProcess finalSystemCpuTime finalUserCpuTime initialSystemCpuTime initialUserCpuTime deltaSystemCpuTime deltaUserCpuTime totalExecutionDuration threadMemoryConsumption
2200 55 1.0504823 2.50134098E10 2.49399992E10 2.39300526E10 2.38500004E10 1.08335718E9 1.08999885E9 0.0 4.19360768E8
2200 55 0.9525489 2.60008858E10 2.592E10 2.50139935E10 2.49399992E10 9.8689229E8 9.8000077E8 0.0 4.19622912E8
2200 55 0.8499048 2.68808684E10 2.6800001E10 2.60014551E10 2.592E10 8.7941325E8 8.8000102E8 0.0 4.19688448E8
2200 55 0.83821183 2.77465784E10 2.76699996E10 2.68813558E10 2.6800001E10 8.6522266E8 8.6999859E8 0.0 4.19753984E8
2200 55 0.9577955 2.87349248E10 2.86500004E10 2.77470147E10 2.76699996E10 9.8791014E8 9.8000077E8 0.0 4.1981952E8
2200 55 0.94508743 2.97141883E10 2.96299991E10 2.87360614E10 2.86500004E10 9.7812685E8 9.7999872E8 0.0 4.1981952E8
2200 55 0.98331714 3.07262935E10 3.06499994E10 2.97147945E10 2.96299991E10 1.01149901E9 1.02000026E9 0.0 4.19885056E8
2200 55 1.0522143 3.18176543E10 3.17400003E10 3.0727252E10 3.06499994E10 1.0904023E9 1.0900009E9 0.0 4.201472E8
2200 55 0.8629831 3.270622E10 3.26299996E10 3.18184079E10 3.17400003E10 8.878121E8 8.8999936E8 0.0 4.20212736E8
2200 55 0.8421569 3.35783363E10 3.35000003E10 3.27066419E10 3.26299996E10 8.7169434E8 8.7000064E8 0.0 4.20212736E8
2200 55 0.9369144 3.4542174E10 3.446E10 3.35787192E10 3.35000003E10 9.6345498E8 9.6E8 0.0 4.20212736E8
2200 55 0.92016405 3.5493487E10 3.5410002E10 3.4542666E10 3.446E10 9.5082086E8 9.5000166E8 0.0 4.20212736E8
2200 55 0.94527763 3.6468855E10 3.6389999E10 3.5494064E10 3.5410002E10 9.7479066E8 9.7999667E8 0.0 4.20278272E8
2200 55 1.0193137 3.7522838E10 3.744E10 3.6469432E10 3.6389999E10 1.05340518E9 1.05000141E9 0.0 4.20343808E8
2200 55 0.996825 3.8551917E10 3.8470001E10 3.7523526E10 3.744E10 1.02839091E9 1.03000064E9 0.0 4.20343808E8
2200 55 0.9549712 3.9533482E10 3.9450001E10 3.8552478E10 3.8470001E10 9.8100429E8 9.8000077E8 0.0 4.20409344E8
2200 55 0.9453517 4.0508633E10 4.042E10 3.95339E10 3.9450001E10 9.7473331E8 9.6999834E8 0.0 4.2047488E8
2200 55 0.9374247 4.1477677E10 4.1389998E10 4.0509137E10 4.042E10 9.6854016E8 9.6999834E8 0.0 4.2047488E8
2200 55 0.9175651 4.2421088E10 4.234E10 4.1478201E10 4.1389998E10 9.4288691E8 9.5000166E8 0.0 4.2047488E8
2200 55 0.8395219 4.32908E10 4.3209998E10 4.2421625E10 4.234E10 8.691753E8 8.6999859E8 0.0 4.2047488E8
2200 55 0.9362311 4.4251992E10 4.4169998E10 4.3291275E10 4.3209998E10 9.607168E8 9.6E8 0.0 4.20540416E8
2200 55 0.9158485 4.5197709E10 4.5110002E10 4.4252496E10 4.4169998E10 9.4521344E8 9.4000333E8 0.0 4.20540416E8
2200 55 0.9203877 4.614708E10 4.6059999E10 4.5198148E10 4.5110002E10 9.4893261E8 9.4999757E8 0.0 4.20540416E8
2200 55 0.9141283 4.7089639E10 4.7010001E10 4.6147478E10 4.6059999E10 9.4216192E8 9.5000166E8 0.0 4.20605952E8
2200 55 0.9463757 4.8067396E10 4.7979999E10 4.709009E10 4.7010001E10 9.773056E8 9.6999834E8 0.0 4.20605952E8
2200 55 0.8260789 4.8923369E10 4.8839999E10 4.8067875E10 4.7979999E10 8.5549466E8 8.6000026E8 0.0 4.20605952E8
2200 55 0.83546805 4.9784119E10 4.97E10 4.8923775E10 4.8839999E10 8.6034432E8 8.6000026E8 0.0 4.20605952E8
