numberOfDeploymentConfigurations infrastructureCount solvingDurationProcess finalSystemCpuTime finalUserCpuTime initialSystemCpuTime initialUserCpuTime deltaSystemCpuTime deltaUserCpuTime totalExecutionDuration threadMemoryConsumption
200 5 0.01007392 2.00812966E9 1.94E9 1.99171264E9 1.92E9 1.6417024E7 2.0E7 0.0 4.17132544E8
200 5 0.009562191 2.02369152E9 1.95E9 2.00877606E9 1.94E9 1.4915456E7 1.0E7 0.0 4.17132544E8
200 5 0.009877078 2.04428787E9 1.98E9 2.02941747E9 1.96E9 1.48704E7 2.0E7 0.0 4.1719808E8
200 5 0.010071313 2.06034726E9 1.99E9 2.0449193E9 1.98E9 1.5427968E7 1.0E7 0.0 4.17263616E8
200 5 0.010901999 2.07837606E9 2.01E9 2.06110426E9 1.99E9 1.7271808E7 2.0E7 0.0 4.17263616E8
200 5 0.010554149 2.09455347E9 2.03E9 2.07920538E9 2.01E9 1.5348096E7 2.0E7 0.0 4.17263616E8
200 5 0.011510489 2.11169958E9 2.04E9 2.0951767E9 2.03E9 1.652288E7 1.0E7 0.0 4.17263616E8
200 5 0.011657072 2.12993459E9 2.06E9 2.11227354E9 2.04E9 1.7661056E7 2.0E7 0.0 4.17329152E8
200 5 0.009886348 2.1452087E9 2.08E9 2.13066688E9 2.06E9 1.4541824E7 2.0E7 0.0 4.17591296E8
200 5 0.010482248 2.16231066E9 2.09E9 2.14580928E9 2.08E9 1.6501376E7 1.0E7 0.0 4.17591296E8
200 5 0.009479451 2.17702605E9 2.11E9 2.16294707E9 2.09E9 1.4078976E7 2.0E7 0.0 4.17591296E8
200 5 0.011976119 2.19531264E9 2.13E9 2.17781965E9 2.11E9 1.7492992E7 2.0E7 0.0 4.17656832E8
200 5 0.009480119 2.2100032E9 2.14E9 2.19593446E9 2.13E9 1.4068736E7 1.0E7 0.0 4.17656832E8
200 5 0.009460522 2.22556314E9 2.16E9 2.21067622E9 2.14E9 1.4886912E7 2.0E7 0.0 4.17656832E8
200 5 0.009301185 2.23982618E9 2.16999987E9 2.22621594E9 2.16E9 1.361024E7 9999872.0 0.0 4.17656832E8
200 5 0.0137117 2.25831885E9 2.19000013E9 2.24043648E9 2.16999987E9 1.7882368E7 2.0000256E7 0.0 4.17722368E8
200 5 0.008862423 2.27262362E9 2.2E9 2.25888742E9 2.19000013E9 1.3736192E7 9999872.0 0.0 4.17722368E8
200 5 0.011549776 2.29047936E9 2.22E9 2.27321984E9 2.2E9 1.725952E7 2.0E7 0.0 4.1785344E8
200 5 0.011547618 2.30743501E9 2.24E9 2.29099443E9 2.22E9 1.6440576E7 2.0E7 0.0 4.1785344E8
200 5 0.008790665 2.32480179E9 2.26E9 2.30801075E9 2.24E9 1.679104E7 2.0E7 0.0 4.17984512E8
200 5 0.008927516 2.34154573E9 2.27000013E9 2.32541133E9 2.26E9 1.61344E7 1.0000128E7 0.0 4.17984512E8
200 5 0.012976864 2.36450765E9 2.28999987E9 2.34227328E9 2.27000013E9 2.2234368E7 1.9999744E7 0.0 4.17984512E8
200 5 0.009413973 2.38023296E9 2.31000013E9 2.36510899E9 2.28999987E9 1.5123968E7 2.0000256E7 0.0 4.18050048E8
200 5 0.01009172 2.39707136E9 2.32999987E9 2.38081613E9 2.31000013E9 1.6255232E7 1.9999744E7 0.0 4.18115584E8
