numberOfDeploymentConfigurations infrastructureCount solvingDurationProcess finalSystemCpuTime finalUserCpuTime initialSystemCpuTime initialUserCpuTime deltaSystemCpuTime deltaUserCpuTime totalExecutionDuration threadMemoryConsumption
4200 105 13.569717 2.87422513E11 2.87280005E11 2.73582883E11 2.73439998E11 1.38396303E10 1.38400072E10 0.0 5.3170176E8
4200 105 13.092671 3.00714787E11 3.00569985E11 2.87423103E11 2.87280005E11 1.32916838E10 1.32899799E10 0.0 5.3202944E8
4200 105 11.64091 3.1256209E11 3.12420008E11 3.00715901E11 3.00569985E11 1.18461891E10 1.18500229E10 0.0 5.3202944E8
4200 105 10.3426 3.23162145E11 3.23019997E11 3.12562811E11 3.12420008E11 1.05993339E10 1.05999892E10 0.0 5.32422656E8
4200 105 11.338727 3.34701822E11 3.34529987E11 3.23162931E11 3.23019997E11 1.15388908E10 1.15099894E10 0.0 5.32422656E8
4200 105 11.268318 3.46190545E11 3.46019987E11 3.34702412E11 3.34529987E11 1.14881331E10 1.14900009E10 0.0 5.32488192E8
4200 105 14.480265 3.608885E11 3.60710013E11 3.46191331E11 3.46019987E11 1.46971689E10 1.46900255E10 0.0 5.32619264E8
4200 105 11.025459 3.72169703E11 3.71999998E11 3.60889156E11 3.60720007E11 1.12805478E10 1.12799908E10 0.0 5.326848E8
4200 105 11.849239 3.84224133E11 3.84050004E11 3.72170162E11 3.71999998E11 1.20539709E10 1.2050006E10 0.0 5.326848E8
4200 105 11.027687 3.95474567E11 3.95300012E11 3.84224657E11 3.84050004E11 1.12499098E10 1.12500081E10 0.0 5.32750336E8
4200 105 11.852483 4.0758408E11 4.07399989E11 3.95475223E11 3.95300012E11 1.21088573E10 1.20999772E10 0.0 5.32815872E8
4200 105 10.502666 4.18317599E11 4.18139996E11 4.0758467E11 4.07399989E11 1.0732929E10 1.07400069E10 0.0 5.32946944E8
4200 105 11.577157 4.30136099E11 4.29960004E11 4.18318221E11 4.18139996E11 1.18178775E10 1.18200074E10 0.0 5.3301248E8
4200 105 10.651323 4.41038537E11 4.40859984E11 4.3013659E11 4.29960004E11 1.09019464E10 1.08999803E10 0.0 5.33078016E8
4200 105 12.714916 4.53966004E11 4.53780013E11 4.41039028E11 4.40859984E11 1.2926976E10 1.29200292E10 0.0 5.33078016E8
4200 105 10.45131 4.64655385E11 4.64470016E11 4.53966627E11 4.53780013E11 1.06887578E10 1.06900029E10 0.0 5.33143552E8
4200 105 11.441774 4.76314534E11 4.7611999E11 4.64655909E11 4.64470016E11 1.1658625E10 1.16499743E10 0.0 5.33274624E8
4200 105 10.702096 4.8723637E11 4.87039992E11 4.76315058E11 4.7611999E11 1.09213123E10 1.09200015E10 0.0 5.33274624E8
4200 105 12.070352 4.99516834E11 4.99319996E11 4.87236895E11 4.87039992E11 1.22799391E10 1.22800046E10 0.0 5.3334016E8
4200 105 10.716342 5.10457479E11 5.10259986E11 4.99517325E11 4.99319996E11 1.09401539E10 1.093999E10 0.0 5.3334016E8
4200 105 11.172473 5.21859105E11 5.21660006E11 5.10457938E11 5.10259986E11 1.14011668E10 1.140002E10 0.0 5.3334016E8
4200 105 10.403812 5.32489273E11 5.32290011E11 5.21859531E11 5.21660006E11 1.06297426E10 1.06300047E10 0.0 5.3334016E8
4200 105 11.246461 5.43953453E11 5.43740002E11 5.32489765E11 5.32290011E11 1.14636882E10 1.14499912E10 0.0 5.33798912E8
4200 105 10.61982 5.5480051E11 5.5459001E11 5.43953912E11 5.43740002E11 1.08466012E10 1.08500091E10 0.0 5.33798912E8
4200 105 11.832676 5.6683817E11 5.6663002E11 5.548011E11 5.5459001E11 1.20370627E10 1.20400118E10 0.0 5.33864448E8
4200 105 10.568229 5.7765023E11 5.7743999E11 5.6683862E11 5.6663002E11 1.0811605E10 1.08099666E10 0.0 5.33864448E8
4200 105 11.466018 5.8933104E11 5.8912001E11 5.7765069E11 5.7743999E11 1.16803502E10 1.16800225E10 0.0 5.33864448E8
4200 105 10.382193 5.9993411E11 5.9972E11 5.8933156E11 5.8912001E11 1.06025452E10 1.05999892E10 0.0 5.3399552E8
4200 105 11.703943 6.1186526E11 6.1164998E11 5.999345E11 5.9972E11 1.19307633E10 1.19299768E10 0.0 5.3399552E8
4200 105 10.5755825 6.2267831E11 6.2246001E11 6.1186572E11 6.1164998E11 1.0812588E10 1.08100321E10 0.0 5.3399552E8
4200 105 12.074514 6.3500229E11 6.3479002E11 6.2267884E11 6.2246997E11 1.2323455E10 1.23200471E10 0.0 5.34061056E8
4200 105 10.222611 6.4545384E11 6.4524E11 6.3500268E11 6.3479002E11 1.0451157E10 1.04499773E10 0.0 5.34061056E8
4200 105 11.870389 6.5752485E11 6.5731002E11 6.454543E11 6.4524E11 1.20705516E10 1.20700273E10 0.0 5.34126592E8
4200 105 10.607456 6.6833573E11 6.6808001E11 6.5752524E11 6.5731002E11 1.08104909E10 1.07699896E10 0.0 5.34192128E8
4200 105 12.124495 6.806761E11 6.8041998E11 6.6833626E11 6.6808001E11 1.2339839E10 1.233997E10 0.0 5.34192128E8
4200 105 10.841909 6.9173975E11 6.9147997E11 6.8067656E11 6.8041998E11 1.10631977E10 1.10599864E10 0.0 5.34192128E8
4200 105 12.744294 7.0469275E11 7.0443998E11 6.9174021E11 6.9147997E11 1.2952535E10 1.29600061E10 0.0 5.34192128E8
