BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.3945775, finalSystemCpuTime=1.32220902E9, finalUserCpuTime=1.25E9, initialSystemCpuTime=6.553415E8, initialUserCpuTime=6.0E8, deltaSystemCpuTime=6.6686752E8, deltaUserCpuTime=6.5E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.14498816E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.1539487, finalSystemCpuTime=1.54096013E9, finalUserCpuTime=1.47E9, initialSystemCpuTime=1.35519398E9, initialUserCpuTime=1.28E9, deltaSystemCpuTime=1.85766144E8, deltaUserCpuTime=1.9E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.1541632E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.10126055, finalSystemCpuTime=1.67172621E9, finalUserCpuTime=1.6E9, initialSystemCpuTime=1.55240166E9, initialUserCpuTime=1.48E9, deltaSystemCpuTime=1.19324544E8, deltaUserCpuTime=1.2E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.15875072E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.093712926, finalSystemCpuTime=1.78573811E9, finalUserCpuTime=1.71E9, initialSystemCpuTime=1.67301018E9, initialUserCpuTime=1.6E9, deltaSystemCpuTime=1.12727936E8, deltaUserCpuTime=1.1E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.16202752E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.1113743, finalSystemCpuTime=1.92847782E9, finalUserCpuTime=1.86E9, initialSystemCpuTime=1.78645798E9, initialUserCpuTime=1.71E9, deltaSystemCpuTime=1.4201984E8, deltaUserCpuTime=1.5E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.1639936E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.09008346, finalSystemCpuTime=2.04160192E9, finalUserCpuTime=1.97E9, initialSystemCpuTime=1.92932224E9, initialUserCpuTime=1.86E9, deltaSystemCpuTime=1.1227968E8, deltaUserCpuTime=1.1E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.16530432E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.09073193, finalSystemCpuTime=2.15462963E9, finalUserCpuTime=2.08E9, initialSystemCpuTime=2.04258458E9, initialUserCpuTime=1.97E9, deltaSystemCpuTime=1.12045056E8, deltaUserCpuTime=1.1E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.1672704E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08765279, finalSystemCpuTime=2.2580055E9, finalUserCpuTime=2.19000013E9, initialSystemCpuTime=2.15535078E9, initialUserCpuTime=2.08E9, deltaSystemCpuTime=1.0265472E8, deltaUserCpuTime=1.10000128E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.16792576E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08798423, finalSystemCpuTime=2.36250368E9, finalUserCpuTime=2.28999987E9, initialSystemCpuTime=2.25893018E9, initialUserCpuTime=2.19000013E9, deltaSystemCpuTime=1.03573504E8, deltaUserCpuTime=9.9999744E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.16923648E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08577216, finalSystemCpuTime=2.46182323E9, finalUserCpuTime=2.39000013E9, initialSystemCpuTime=2.36341837E9, initialUserCpuTime=2.28999987E9, deltaSystemCpuTime=9.8404864E7, deltaUserCpuTime=1.00000256E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.17120256E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08032881, finalSystemCpuTime=2.55456205E9, finalUserCpuTime=2.48E9, initialSystemCpuTime=2.46240742E9, initialUserCpuTime=2.39000013E9, deltaSystemCpuTime=9.2154624E7, deltaUserCpuTime=8.9999872E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.17185792E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08681538, finalSystemCpuTime=2.65084134E9, finalUserCpuTime=2.58E9, initialSystemCpuTime=2.55530266E9, initialUserCpuTime=2.48E9, deltaSystemCpuTime=9.5538688E7, deltaUserCpuTime=1.0E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.17513472E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08540992, finalSystemCpuTime=2.74733568E9, finalUserCpuTime=2.68E9, initialSystemCpuTime=2.65167027E9, initialUserCpuTime=2.58E9, deltaSystemCpuTime=9.5665408E7, deltaUserCpuTime=1.0E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.17579008E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08548341, finalSystemCpuTime=2.84389581E9, finalUserCpuTime=2.76999987E9, initialSystemCpuTime=2.74813286E9, initialUserCpuTime=2.68E9, deltaSystemCpuTime=9.5762944E7, deltaUserCpuTime=8.9999872E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.1771008E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.09243886, finalSystemCpuTime=2.94784845E9, finalUserCpuTime=2.88E9, initialSystemCpuTime=2.84455398E9, initialUserCpuTime=2.76999987E9, deltaSystemCpuTime=1.03294464E8, deltaUserCpuTime=1.10000128E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.17841152E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.11484628, finalSystemCpuTime=3.0835287E9, finalUserCpuTime=3.00999987E9, initialSystemCpuTime=2.94936704E9, initialUserCpuTime=2.88E9, deltaSystemCpuTime=1.34161664E8, deltaUserCpuTime=1.29999872E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.17906688E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.1323393, finalSystemCpuTime=3.23013658E9, finalUserCpuTime=3.15000013E9, initialSystemCpuTime=3.08519962E9, initialUserCpuTime=3.00999987E9, deltaSystemCpuTime=1.4493696E8, deltaUserCpuTime=1.40000256E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.17906688E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.115062885, finalSystemCpuTime=3.35711744E9, finalUserCpuTime=3.28E9, initialSystemCpuTime=3.23092531E9, initialUserCpuTime=3.16E9, deltaSystemCpuTime=1.26192128E8, deltaUserCpuTime=1.2E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.17972224E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.13566361, finalSystemCpuTime=3.49283072E9, finalUserCpuTime=3.42E9, initialSystemCpuTime=3.35790771E9, initialUserCpuTime=3.28E9, deltaSystemCpuTime=1.34923008E8, deltaUserCpuTime=1.4E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.18103296E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.09823949, finalSystemCpuTime=3.59914522E9, finalUserCpuTime=3.52E9, initialSystemCpuTime=3.49334451E9, initialUserCpuTime=3.42E9, deltaSystemCpuTime=1.05800704E8, deltaUserCpuTime=1.0E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.18103296E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.07993033, finalSystemCpuTime=3.68718515E9, finalUserCpuTime=3.60999987E9, initialSystemCpuTime=3.59981414E9, initialUserCpuTime=3.52E9, deltaSystemCpuTime=8.7371008E7, deltaUserCpuTime=8.9999872E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18168832E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08059406, finalSystemCpuTime=3.77589632E9, finalUserCpuTime=3.7E9, initialSystemCpuTime=3.6878487E9, initialUserCpuTime=3.60999987E9, deltaSystemCpuTime=8.8047616E7, deltaUserCpuTime=9.0000128E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18168832E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08278953, finalSystemCpuTime=3.86543078E9, finalUserCpuTime=3.79000013E9, initialSystemCpuTime=3.77647309E9, initialUserCpuTime=3.7E9, deltaSystemCpuTime=8.8957696E7, deltaUserCpuTime=9.0000128E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18234368E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.085703924, finalSystemCpuTime=3.95805594E9, finalUserCpuTime=3.88E9, initialSystemCpuTime=3.8659735E9, initialUserCpuTime=3.79000013E9, deltaSystemCpuTime=9.2082432E7, deltaUserCpuTime=8.9999872E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18299904E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08725866, finalSystemCpuTime=4.0521641E9, finalUserCpuTime=3.98E9, initialSystemCpuTime=3.95862067E9, initialUserCpuTime=3.88E9, deltaSystemCpuTime=9.3543424E7, deltaUserCpuTime=1.0E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.1836544E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08794056, finalSystemCpuTime=4.14733158E9, finalUserCpuTime=4.07000013E9, initialSystemCpuTime=4.05274522E9, initialUserCpuTime=3.98E9, deltaSystemCpuTime=9.4586368E7, deltaUserCpuTime=9.0000128E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18430976E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08295217, finalSystemCpuTime=4.23720704E9, finalUserCpuTime=4.16E9, initialSystemCpuTime=4.14791654E9, initialUserCpuTime=4.07000013E9, deltaSystemCpuTime=8.9290496E7, deltaUserCpuTime=8.9999872E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18496512E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.084041364, finalSystemCpuTime=4.3277727E9, finalUserCpuTime=4.24999987E9, initialSystemCpuTime=4.23780198E9, initialUserCpuTime=4.16E9, deltaSystemCpuTime=8.9970688E7, deltaUserCpuTime=8.9999872E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18496512E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.084410064, finalSystemCpuTime=4.4184177E9, finalUserCpuTime=4.3399997E9, initialSystemCpuTime=4.3281915E9, initialUserCpuTime=4.24999987E9, deltaSystemCpuTime=9.0226176E7, deltaUserCpuTime=8.9999872E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18496512E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08415157, finalSystemCpuTime=4.5103729E9, finalUserCpuTime=4.44E9, initialSystemCpuTime=4.419072E9, initialUserCpuTime=4.3399997E9, deltaSystemCpuTime=9.1300864E7, deltaUserCpuTime=1.00000256E8, totalExecutionDuration=0.0, threadMemoryConsumption=4.18562048E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.09025282, finalSystemCpuTime=4.6069786E9, finalUserCpuTime=4.5299999E9, initialSystemCpuTime=4.5108854E9, initialUserCpuTime=4.44E9, deltaSystemCpuTime=9.6093184E7, deltaUserCpuTime=8.9999872E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18562048E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08123832, finalSystemCpuTime=4.6941286E9, finalUserCpuTime=4.6200003E9, initialSystemCpuTime=4.6073938E9, initialUserCpuTime=4.5299999E9, deltaSystemCpuTime=8.6734848E7, deltaUserCpuTime=9.0000384E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18562048E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.07895555, finalSystemCpuTime=4.7797714E9, finalUserCpuTime=4.7000003E9, initialSystemCpuTime=4.6945167E9, initialUserCpuTime=4.6200003E9, deltaSystemCpuTime=8.5254656E7, deltaUserCpuTime=8.0E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18627584E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.07761369, finalSystemCpuTime=4.8636237E9, finalUserCpuTime=4.7900001E9, initialSystemCpuTime=4.7802179E9, initialUserCpuTime=4.7100001E9, deltaSystemCpuTime=8.3405824E7, deltaUserCpuTime=8.0E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18627584E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08214241, finalSystemCpuTime=4.951702E9, finalUserCpuTime=4.88E9, initialSystemCpuTime=4.8639892E9, initialUserCpuTime=4.7900001E9, deltaSystemCpuTime=8.7712768E7, deltaUserCpuTime=8.9999872E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18758656E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.079511344, finalSystemCpuTime=5.0360484E9, finalUserCpuTime=4.96E9, initialSystemCpuTime=4.9520328E9, initialUserCpuTime=4.88E9, deltaSystemCpuTime=8.4015616E7, deltaUserCpuTime=8.0E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18758656E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.08209174, finalSystemCpuTime=5.1236019E9, finalUserCpuTime=5.0499999E9, initialSystemCpuTime=5.0364657E9, initialUserCpuTime=4.96E9, deltaSystemCpuTime=8.7136256E7, deltaUserCpuTime=8.9999872E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18758656E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.072527654, finalSystemCpuTime=5.2016051E9, finalUserCpuTime=5.1299999E9, initialSystemCpuTime=5.1240428E9, initialUserCpuTime=5.0499999E9, deltaSystemCpuTime=7.7562368E7, deltaUserCpuTime=8.0E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18758656E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.07637371, finalSystemCpuTime=5.2847708E9, finalUserCpuTime=5.2099999E9, initialSystemCpuTime=5.2019313E9, initialUserCpuTime=5.1299999E9, deltaSystemCpuTime=8.2839552E7, deltaUserCpuTime=8.0E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.18824192E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.084061325, finalSystemCpuTime=5.3747553E9, finalUserCpuTime=5.2999997E9, initialSystemCpuTime=5.2852454E9, initialUserCpuTime=5.2099999E9, deltaSystemCpuTime=8.9509888E7, deltaUserCpuTime=8.9999872E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.19151872E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.07747578, finalSystemCpuTime=5.4595092E9, finalUserCpuTime=5.3799997E9, initialSystemCpuTime=5.3751869E9, initialUserCpuTime=5.2999997E9, deltaSystemCpuTime=8.4322304E7, deltaUserCpuTime=8.0E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.19217408E8)
BenchmarkContext(numberOfDeploymentConfigurations=600, infrastructureCount=15, solvingDurationProcess=0.07729713, finalSystemCpuTime=5.543574E9, finalUserCpuTime=5.4700001E9, initialSystemCpuTime=5.4599025E9, initialUserCpuTime=5.3799997E9, deltaSystemCpuTime=8.3671552E7, deltaUserCpuTime=9.0000384E7, totalExecutionDuration=0.0, threadMemoryConsumption=4.19217408E8)
