numberOfDeploymentConfigurations infrastructureCount solvingDurationProcess finalSystemCpuTime finalUserCpuTime initialSystemCpuTime initialUserCpuTime deltaSystemCpuTime deltaUserCpuTime totalExecutionDuration threadMemoryConsumption
3400 85 7.8262825 8.8897096E9 8.8499999E9 4.84142176E8 4.6E8 8.4055675E9 8.3899996E9 0.0 4.17001472E8
3400 85 7.1780434 1.63638999E10 1.63099996E10 8.9061796E9 8.8699996E9 7.4577203E9 7.44E9 0.0 5.95456E8
3400 85 6.445174 2.29773844E10 2.29099991E10 1.63647744E10 1.63099996E10 6.61261E9 6.5999995E9 0.0 5.961769E8
3400 85 5.8085847 2.89747251E10 2.88999997E10 2.29780419E10 2.29099991E10 5.9966833E9 5.9900006E9 0.0 5.9630797E8
3400 85 6.6314564 3.5753767E10 3.5680002E10 2.89752576E10 2.88999997E10 6.7785093E9 6.7800023E9 0.0 5.9643904E8
3400 85 6.985095 4.2867548E10 4.2759999E10 3.5754607E10 3.5680002E10 7.1129416E9 7.0799974E9 0.0 5.9657011E8
3400 85 6.21206 4.9231159E10 4.9120002E10 4.2868224E10 4.2759999E10 6.3629353E9 6.3600026E9 0.0 5.9663565E8
3400 85 6.5076637 5.5887241E10 5.5770001E10 4.9231954E10 4.9120002E10 6.6552873E9 6.6499994E9 0.0 5.9670118E8
3400 85 5.9201264 6.1889806E10 6.1769998E10 5.5887729E10 5.5770001E10 6.0020777E9 5.9999969E9 0.0 5.9722547E8
3400 85 6.0113244 6.8052492E10 6.794E10 6.1890425E10 6.1780001E10 6.1620675E9 6.159999E9 0.0 5.9729101E8
3400 85 6.789674 7.498643E10 7.4869998E10 6.8053086E10 6.794E10 6.9333443E9 6.9299978E9 0.0 5.9735654E8
3400 85 6.2498307 8.1408721E10 8.1290002E10 7.4986963E10 7.4869998E10 6.421758E9 6.4200049E9 0.0 5.9735654E8
3400 85 5.934247 8.7573185E10 8.7450001E10 8.1409884E10 8.1290002E10 6.1633004E9 6.159999E9 0.0 5.9748762E8
