numberOfDeploymentConfigurations infrastructureCount solvingDurationProcess finalSystemCpuTime finalUserCpuTime initialSystemCpuTime initialUserCpuTime deltaSystemCpuTime deltaUserCpuTime totalExecutionDuration threadMemoryConsumption
1800 45 1.2110002 2.4758656E9 2.38E9 9.1676358E8 8.4E8 1.55910195E9 1.54E9 0.0 4.15637504E8
1800 45 0.854061 3.44775757E9 3.35000013E9 2.49791258E9 2.4E9 9.4984499E8 9.5000013E8 0.0 4.1668608E8
1800 45 0.9224615 4.4330962E9 4.3399997E9 3.4618967E9 3.36E9 9.7119949E8 9.7999974E8 0.0 4.1734144E8
1800 45 0.77031577 5.3400581E9 5.24E9 4.4338493E9 4.3399997E9 9.0620877E8 9.0000026E8 0.0 4.1766912E8
1800 45 0.7218511 6.1204808E9 6.0199997E9 5.3407421E9 5.24E9 7.7973862E8 7.7999974E8 0.0 4.17734656E8
1800 45 0.72464633 6.8898826E9 6.7900001E9 6.1212319E9 6.0199997E9 7.6865075E8 7.7000038E8 0.0 4.17865728E8
1800 45 0.7765263 7.7001078E9 7.6E9 6.8906112E9 6.7900001E9 8.0949658E8 8.0999987E8 0.0 4.17931264E8
1800 45 0.7954565 8.5285837E9 8.4300001E9 7.7006438E9 7.6E9 8.2793984E8 8.3000013E8 0.0 4.17931264E8
1800 45 0.7811585 9.3499279E9 9.2499999E9 8.5293261E9 8.4300001E9 8.2060186E8 8.1999974E8 0.0 4.18062336E8
1800 45 0.80174124 1.01954693E10 1.00900004E10 9.350485E9 9.2499999E9 8.4498432E8 8.4000051E8 0.0 4.18127872E8
1800 45 0.79530036 1.10268201E10 1.09299999E10 1.01961032E10 1.00900004E10 8.3071693E8 8.3999949E8 0.0 4.18193408E8
1800 45 0.7960389 1.18634844E10 1.176E10 1.10274642E10 1.09299999E10 8.3602022E8 8.3000013E8 0.0 4.18258944E8
1800 45 0.7740059 1.26797834E10 1.25799997E10 1.18641807E10 1.176E10 8.1560269E8 8.1999974E8 0.0 4.18390016E8
1800 45 0.7603221 1.34696069E10 1.33700004E10 1.26805238E10 1.25799997E10 7.8908314E8 7.9000064E8 0.0 4.18390016E8
1800 45 0.79521525 1.42968668E10 1.42000005E10 1.34702428E10 1.33700004E10 8.26624E8 8.3000013E8 0.0 4.18455552E8
1800 45 0.77782947 1.51139246E10 1.50099999E10 1.42980127E10 1.42000005E10 8.1591194E8 8.0999936E8 0.0 4.18455552E8
1800 45 0.7819723 1.59334994E10 1.58299996E10 1.51145595E10 1.50099999E10 8.189399E8 8.1999974E8 0.0 4.18521088E8
1800 45 0.8312306 1.68025999E10 1.67000003E10 1.59340134E10 1.58299996E10 8.685865E8 8.7000064E8 0.0 4.18521088E8
1800 45 0.77375436 1.7620564E10 1.7520001E10 1.68034161E10 1.67000003E10 8.171479E8 8.2000077E8 0.0 4.18914304E8
1800 45 1.0575267 1.87092255E10 1.86099999E10 1.76210944E10 1.7520001E10 1.08813107E9 1.08999885E9 0.0 4.1897984E8
1800 45 0.68195975 1.9414315E10 1.93100001E10 1.87097375E10 1.86099999E10 7.0457754E8 7.0000026E8 0.0 4.1897984E8
1800 45 0.6812612 2.01159209E10 2.00100004E10 1.9414784E10 1.93100001E10 7.011369E8 7.0000026E8 0.0 4.1897984E8
1800 45 0.6712159 2.08132751E10 2.07100006E10 2.01166868E10 2.00200008E10 6.9658829E8 6.8999987E8 0.0 4.1897984E8
1800 45 0.6807265 2.15165194E10 2.14199992E10 2.08137687E10 2.07100006E10 7.0275072E8 7.0999859E8 0.0 4.19045376E8
1800 45 0.7003124 2.22380831E10 2.21400003E10 2.15173386E10 2.14199992E10 7.2074445E8 7.2000102E8 0.0 4.19110912E8
1800 45 0.7139369 2.29730099E10 2.28699996E10 2.22386074E10 2.21400003E10 7.3440256E8 7.2999936E8 0.0 4.19176448E8
1800 45 0.68020767 2.36748718E10 2.35699999E10 2.29735322E10 2.28699996E10 7.0133965E8 7.0000026E8 0.0 4.19176448E8
1800 45 0.66692036 2.43637105E10 2.42599997E10 2.36754739E10 2.35699999E10 6.8823654E8 6.8999987E8 0.0 4.19176448E8
1800 45 0.66449875 2.50492375E10 2.49499996E10 2.43642634E10 2.42599997E10 6.8497408E8 6.8999987E8 0.0 4.19176448E8
1800 45 0.65520376 2.57268326E10 2.56299991E10 2.50498068E10 2.49499996E10 6.7702579E8 6.7999949E8 0.0 4.19241984E8
1800 45 0.67026573 2.64185201E10 2.6319999E10 2.57274409E10 2.56299991E10 6.9107917E8 6.8999987E8 0.0 4.19241984E8
1800 45 0.82368076 2.72669737E10 2.71700009E10 2.6419071E10 2.6319999E10 8.4790272E8 8.5000192E8 0.0 4.19241984E8
1800 45 0.6932938 2.79812096E10 2.78799995E10 2.72675308E10 2.71700009E10 7.1367885E8 7.0999859E8 0.0 4.19373056E8
1800 45 0.78458494 2.87891763E10 2.86899999E10 2.79817646E10 2.78799995E10 8.0741171E8 8.1000038E8 0.0 4.19766272E8
1800 45 0.7570608 2.95807775E10 2.94799995E10 2.87898808E10 2.86899999E10 7.9089664E8 7.8999962E8 0.0 4.19766272E8
1800 45 0.7516446 3.03549706E10 3.02500004E10 2.95814349E10 2.94799995E10 7.7353574E8 7.700009E8 0.0 4.19831808E8
1800 45 0.72701687 3.11046431E10 3.10000005E10 3.03554867E10 3.02500004E10 7.4915635E8 7.5000013E8 0.0 4.19897344E8
1800 45 0.776937 3.18992732E10 3.18000005E10 3.11053619E10 3.10000005E10 7.939113E8 8.0E8 0.0 4.19897344E8
1800 45 0.73896015 3.26618235E10 3.2560001E10 3.18998692E10 3.18000005E10 7.619543E8 7.6000051E8 0.0 4.19897344E8
1800 45 0.7384862 3.34228746E10 3.33199995E10 3.26625219E10 3.2560001E10 7.6035277E8 7.5999846E8 0.0 4.20093952E8
1800 45 0.7061582 3.41525545E10 3.40500009E10 3.34234501E10 3.33199995E10 7.2910438E8 7.3000141E8 0.0 4.20093952E8
1800 45 0.6676081 3.4841502E10 3.4739999E10 3.41529436E10 3.40500009E10 6.8855808E8 6.8999782E8 0.0 4.20093952E8
1800 45 0.7083015 3.5571143E10 3.547E10 3.4841965E10 3.4739999E10 7.2917811E8 7.3000141E8 0.0 4.20093952E8
1800 45 0.73029953 3.6322021E10 3.621E10 3.5571712E10 3.547E10 7.5030938E8 7.3999974E8 0.0 4.20356096E8
1800 45 0.74588203 3.7083951E10 3.697E10 3.6322562E10 3.621E10 7.6138906E8 7.6000051E8 0.0 4.20356096E8
1800 45 0.6573999 3.7760868E10 3.7650002E10 3.7084496E10 3.697E10 6.7637248E8 6.8000154E8 0.0 4.20421632E8
1800 45 0.7057308 3.8485737E10 3.8370001E10 3.7761282E10 3.7650002E10 7.2445542E8 7.1999898E8 0.0 4.20421632E8
1800 45 0.8107556 3.9315907E10 3.9199998E10 3.8486135E10 3.8379999E10 8.2977178E8 8.1999872E8 0.0 4.20421632E8
1800 45 0.7364559 4.0076521E10 3.9970001E10 3.93163E10 3.921E10 7.602217E8 7.6000051E8 0.0 4.20421632E8
1800 45 0.7272281 4.0832983E10 4.0719999E10 4.0077021E10 3.9970001E10 7.5596186E8 7.4999808E8 0.0 4.20421632E8
