numberOfDeploymentConfigurations infrastructureCount solvingDurationProcess finalSystemCpuTime finalUserCpuTime initialSystemCpuTime initialUserCpuTime deltaSystemCpuTime deltaUserCpuTime totalExecutionDuration threadMemoryConsumption
1000 25 0.1975784 7.4670382E9 7.3799997E9 7.2600837E9 7.1699999E9 2.06954496E8 2.09999872E8 0.0 4.18791424E8
1000 25 0.20786536 7.6854999E9 7.6E9 7.4676654E9 7.3799997E9 2.17834496E8 2.20000256E8 0.0 4.18922496E8
1000 25 0.20942341 7.906668E9 7.8200003E9 7.6861071E9 7.6E9 2.20560896E8 2.20000256E8 0.0 4.18988032E8
1000 25 0.22332606 8.1509606E9 8.0600003E9 7.9072978E9 7.8200003E9 2.43662848E8 2.4E8 0.0 4.18988032E8
1000 25 0.19733807 8.3579658E9 8.2700001E9 8.1513958E9 8.0600003E9 2.06569984E8 2.09999872E8 0.0 4.18988032E8
1000 25 0.20000786 8.5675453E9 8.48E9 8.3584143E9 8.2700001E9 2.09131008E8 2.09999872E8 0.0 4.18988032E8
1000 25 0.20149954 8.7787878E9 8.6899999E9 8.5680732E9 8.48E9 2.10714624E8 2.09999872E8 0.0 4.19053568E8
1000 25 0.22107276 9.0092216E9 8.9200005E9 8.7793756E9 8.6899999E9 2.29846016E8 2.3000064E8 0.0 4.19119104E8
1000 25 0.19958414 9.219071E9 9.1300004E9 9.0096486E9 8.9200005E9 2.09422336E8 2.09999872E8 0.0 4.19119104E8
1000 25 0.21282235 9.4427832E9 9.36E9 9.219627E9 9.1300004E9 2.23156224E8 2.29999616E8 0.0 4.19381248E8
1000 25 0.2350034 9.6896932E9 9.6E9 9.4432635E9 9.36E9 2.46429696E8 2.4E8 0.0 4.19446784E8
1000 25 0.24211892 9.9411108E9 9.8500004E9 9.6901038E9 9.6E9 2.51006976E8 2.50000384E8 0.0 4.19446784E8
1000 25 0.24926692 1.02053581E10 1.01199995E10 9.9415337E9 9.8500004E9 2.63824384E8 2.69999104E8 0.0 4.1951232E8
1000 25 0.21717948 1.04343777E10 1.03500001E10 1.02058435E10 1.01199995E10 2.28534272E8 2.3000064E8 0.0 4.1951232E8
1000 25 0.19814497 1.06418903E10 1.05499996E10 1.04347935E10 1.03500001E10 2.07096832E8 1.99999488E8 0.0 4.19577856E8
1000 25 0.23949784 1.08913521E10 1.08E10 1.06424115E10 1.05499996E10 2.48940544E8 2.50000384E8 0.0 4.19577856E8
1000 25 0.22963734 1.11312876E10 1.104E10 1.08918856E10 1.08E10 2.39401984E8 2.4E8 0.0 4.19577856E8
1000 25 0.19757517 1.13376205E10 1.12499999E10 1.1131774E10 1.104E10 2.05846528E8 2.09999872E8 0.0 4.19577856E8
1000 25 0.19991164 1.1546837E10 1.14599997E10 1.133811E10 1.12499999E10 2.0872704E8 2.09999872E8 0.0 4.19643392E8
1000 25 0.20798062 1.17635922E10 1.168E10 1.15473121E10 1.14599997E10 2.16280064E8 2.20000256E8 0.0 4.19708928E8
1000 25 0.20383687 1.19782472E10 1.18899999E10 1.17640745E10 1.168E10 2.14172672E8 2.09999872E8 0.0 4.19708928E8
1000 25 0.24627303 1.22375035E10 1.21499996E10 1.19787121E10 1.18899999E10 2.58791424E8 2.59999744E8 0.0 4.19774464E8
1000 25 0.21256234 1.24601149E10 1.23699999E10 1.22379377E10 1.21499996E10 2.2217728E8 2.20000256E8 0.0 4.19774464E8
1000 25 0.2154887 1.26785198E10 1.25900001E10 1.24605286E10 1.23699999E10 2.17991168E8 2.20000256E8 0.0 4.19774464E8
1000 25 0.19584465 1.28833464E10 1.27899996E10 1.2678953E10 1.25900001E10 2.04393472E8 1.99999488E8 0.0 4.19774464E8
1000 25 0.18261051 1.30748836E10 1.29799997E10 1.28838431E10 1.27899996E10 1.91040512E8 1.90000128E8 0.0 4.1984E8
