numberOfDeploymentConfigurations infrastructureCount solvingDurationProcess finalSystemCpuTime finalUserCpuTime initialSystemCpuTime initialUserCpuTime deltaSystemCpuTime deltaUserCpuTime totalExecutionDuration threadMemoryConsumption
1400 35 0.5522751 1.19825664E10 1.19399997E10 1.14041631E10 1.13700004E10 5.7840333E8 5.6999936E8 0.0 4.1879552E8
1400 35 0.43511894 1.24340951E10 1.24E10 1.19832627E10 1.19399997E10 4.50832384E8 4.60000256E8 0.0 4.1879552E8
1400 35 0.3799775 1.28298916E10 1.27899996E10 1.24347945E10 1.24E10 3.95097088E8 3.89999616E8 0.0 4.18861056E8
1400 35 0.38966396 1.32329533E10 1.31899996E10 1.28304128E10 1.27899996E10 4.02540544E8 4.0E8 0.0 4.18861056E8
1400 35 0.50593334 1.37315553E10 1.36900004E10 1.32337828E10 1.31899996E10 4.97772544E8 5.00000768E8 0.0 4.18926592E8
1400 35 0.400751 1.41484247E10 1.41100001E10 1.37322476E10 1.36900004E10 4.16177152E8 4.19999744E8 0.0 4.18992128E8
1400 35 0.39819676 1.45621658E10 1.45200005E10 1.41489152E10 1.41100001E10 4.1325056E8 4.10000384E8 0.0 4.18992128E8
1400 35 0.38981974 1.49683149E10 1.49299999E10 1.45626921E10 1.45200005E10 4.05622784E8 4.0999936E8 0.0 4.19057664E8
1400 35 0.427923 1.54156933E10 1.53700004E10 1.49689754E10 1.49299999E10 4.46717952E8 4.40000512E8 0.0 4.19057664E8
1400 35 0.3880994 1.582174E10 1.57799997E10 1.54161613E10 1.53700004E10 4.05578752E8 4.0999936E8 0.0 4.19057664E8
1400 35 0.43426242 1.62722601E10 1.62299996E10 1.58222674E10 1.57799997E10 4.49992704E8 4.49999872E8 0.0 4.19188736E8
1400 35 0.42721882 1.67157125E10 1.66700001E10 1.62726932E10 1.62299996E10 4.43019264E8 4.40000512E8 0.0 4.19188736E8
1400 35 0.4240989 1.71534285E10 1.71099996E10 1.67162225E10 1.66700001E10 4.37206016E8 4.39999488E8 0.0 4.19188736E8
1400 35 0.40120825 1.75744614E10 1.75299994E10 1.71538647E10 1.71099996E10 4.20596736E8 4.19999744E8 0.0 4.19254272E8
1400 35 0.4148125 1.80045599E10 1.79599995E10 1.75749673E10 1.75299994E10 4.29592576E8 4.30000128E8 0.0 4.19254272E8
1400 35 0.41503158 1.84356536E10 1.83899996E10 1.800499E10 1.79599995E10 4.3066368E8 4.30000128E8 0.0 4.19319808E8
1400 35 0.4191899 1.88714762E10 1.88300001E10 1.84361513E10 1.83899996E10 4.35324928E8 4.40000512E8 0.0 4.19319808E8
1400 35 0.4244051 1.93113108E10 1.92700006E10 1.88720271E10 1.88300001E10 4.39283712E8 4.40000512E8 0.0 4.19319808E8
1400 35 0.43673635 1.97642404E10 1.97199995E10 1.93118802E10 1.92700006E10 4.52360192E8 4.49998848E8 0.0 4.19319808E8
1400 35 0.5033855 2.0282624E10 2.0239999E10 1.97648343E10 1.97199995E10 5.17789696E8 5.19999488E8 0.0 4.19385344E8
1400 35 0.41150752 2.07084954E10 2.06600008E10 2.02830316E10 2.0239999E10 4.25463808E8 4.20001792E8 0.0 4.1945088E8
1400 35 0.42264867 2.11470234E10 2.10999992E10 2.07089684E10 2.06600008E10 4.38054912E8 4.39998464E8 0.0 4.19516416E8
1400 35 0.42055342 2.15838003E10 2.15399997E10 2.1147478E10 2.10999992E10 4.36322304E8 4.40000512E8 0.0 4.19516416E8
1400 35 0.39978498 2.19973181E10 2.19499991E10 2.15841894E10 2.15399997E10 4.13128704E8 4.0999936E8 0.0 4.19647488E8
1400 35 0.4129288 2.24236851E10 2.23799992E10 2.19977503E10 2.19499991E10 4.25934848E8 4.30000128E8 0.0 4.19647488E8
1400 35 0.41814676 2.28572508E10 2.28099994E10 2.24241807E10 2.23799992E10 4.3307008E8 4.30000128E8 0.0 4.19647488E8
1400 35 0.41267613 2.32844575E10 2.32399995E10 2.28577587E10 2.28099994E10 4.26698752E8 4.30000128E8 0.0 4.19713024E8
1400 35 0.4308944 2.37301801E10 2.368E10 2.3284822E10 2.32399995E10 4.4535808E8 4.40000512E8 0.0 4.1977856E8
1400 35 0.41368425 2.41590067E10 2.41100001E10 2.37305836E10 2.36900004E10 4.28423168E8 4.19999744E8 0.0 4.1977856E8
1400 35 0.417304 2.45928305E10 2.45500006E10 2.4159402E10 2.41100001E10 4.3342848E8 4.40000512E8 0.0 4.1977856E8
