4.14314496E8	4.14498816E8	4.149248E8	4.15453184E8	4.15637504E8	4.16280576E8	4.17316864E8	4.1650176E8	4.17001472E8	4.1654272E8	5.27507456E8	5.7887539E8	5.4446899E8
4.15363072E8	4.1541632E8	4.1623552E8	4.1650176E8	4.1668608E8	4.17329152E8	4.18627584E8	5.7201869E8	5.95456E8	5.4728704E8	5.29014784E8	5.8064486E8	5.4604186E8
4.15494144E8	4.15875072E8	4.16628736E8	4.1682944E8	4.1734144E8	4.17722368E8	4.19151872E8	5.724119E8	5.961769E8	5.4754918E8	5.29408E8	5.8084147E8	5.4623846E8
4.15756288E8	4.16202752E8	4.16825344E8	4.17091584E8	4.1766912E8	4.17918976E8	4.1934848E8	5.7287066E8	5.9630797E8	5.4774579E8	5.29801216E8	5.8123469E8	5.470249E8
4.15821824E8	4.1639936E8	4.16956416E8	4.17353728E8	4.17734656E8	4.18115584E8	4.19479552E8	5.7300173E8	5.9643904E8	5.4787686E8	5.29866752E8	5.8130022E8	5.4709043E8
4.15821824E8	4.16530432E8	4.17021952E8	4.174848E8	4.17865728E8	4.18246656E8	4.19479552E8	5.731328E8	5.9657011E8	5.4820454E8	5.30522112E8	5.8136576E8	5.4715597E8
4.16149504E8	4.1672704E8	4.1721856E8	4.17615872E8	4.17931264E8	4.18246656E8	4.19610624E8	6.665216E8	5.9663565E8	5.4846669E8	5.30653184E8	5.8156237E8	5.4754918E8
4.1621504E8	4.16792576E8	4.17480704E8	4.17615872E8	4.17931264E8	4.18312192E8	4.19610624E8	6.6658714E8	5.9670118E8	5.4846669E8	5.30653184E8	5.8208666E8	5.4761472E8
4.16280576E8	4.16923648E8	4.17677312E8	4.17943552E8	4.18062336E8	4.18705408E8	4.8259072E8	6.6665267E8	5.9722547E8	5.4859776E8	5.30915328E8	5.8215219E8	5.4761472E8
4.16280576E8	4.17120256E8	4.17808384E8	4.17943552E8	4.18127872E8	4.18770944E8	4.8259072E8	6.6671821E8	5.9729101E8	5.4859776E8	5.30980864E8	5.8221773E8	5.4768026E8
