54.53586197	77.37354827	65.37695789	49.51043534	65.27443933	68.7507093
51.15824032	68.7763834	68.87793303	47.23240781	65.55945778	66.93338251
50.51313329	66.11097002	64.47274518	51.98272038	65.77708316	65.58751702
48.26853824	66.72618151	62.94044137	54.85451722	66.97686338	60.98336577
48.92622042	73.58553147	63.4881103	53.78234482	73.08917212	63.54583335
54.45409417	67.74875212	59.57210803	46.55549741	65.79142642	65.62129378
51.76862574	69.38997936	66.93016624	47.34111047	65.37018704	68.86727309
48.29388833	66.52088618	66.21347904	48.5381434	66.72565126	66.92466545
51.04518986	73.43568397	62.01218057	52.79640698	68.56991553	60.80935597
51.40097404	71.23168802	66.3678441	51.15292263	74.20736837	68.48348308
47.43812418	69.18445277	76.86327314	43.58012223	72.05001426	65.08688426
49.83963442	67.23731351	74.46432376	47.88125062	62.73205757	66.31548595
46.85745072	74.81372404	60.52499604	49.82639909	71.03478718	64.98421502
51.87380815	62.42447662	66.64734268	50.54350114	66.82946062	70.41178751
52.48971987	64.77920961	62.39885092	50.11209249	66.82816100	63.44859338
47.98305225	66.0088098	60.78604817	47.98363161	66.36182785	63.24358439
49.10973597	67.46170473	66.50107813	50.54340172	64.47302198	68.16053581
50.63931465	63.03367829	60.59429693	47.8813436	63.71678853	65.08668733
47.08661723	70.67681909	65.32554793	46.44756579	72.25286818	67.54302931
51.56527591	63.4440918	65.90655684	46.44723797	65.90688252	65.91809177
50.96876454	59.93553233	67.21280217	50.15115881	75.12152338	64.26785994
52.38571882	63.98793507	59.46995807	46.6172657	67.14264560	68.15753365
47.26706338	66.52048182	62.43281651	46.65106487	60.37609434	70.82105303
46.64857721	62.83301282	64.88758278	50.74686646	62.62946272	66.52033448
47.05273533	66.52014518	73.89365911	47.26717401	65.90604639	62.63028836
45.41502666	66.22815752	63.407686	49.52267408	57.91923451	64.68051076
43.98953128	63.27469707	61.89592814	50.74758863	62.62915087	63.03696489
47.89723587	64.91945052	65.63921666	55.61219716	71.64115095	67.13504338
47.06225491	59.76532602	58.97495389	54.64003897	70.01099443	71.8689487
50.43136835	68.77500677	58.23801017	48.10840821	67.54565001	65.89913321
45.83204031	62.04033065	63.7808857	49.62608051	66.18634510	66.84136772
46.6508553	61.59520984	59.59547305	50.31555939	62.34617472	59.52505422
48.59736228	65.60703397	63.55029368	42.3495338	62.83355665	61.60536361
46.54719353	64.47243142	61.89595461	50.44151497	68.96579266	67.74853206
44.29478502	68.96205258	58.82606387	50.33700871	66.00811362	64.06596923
46.68065667	62.93645048	57.61808467	53.81837583	66.42202640	59.45442533
47.36696839	59.24674153	63.33555388	47.16321111	66.21339393	60.27397013
44.80607438	63.05302429	63.44767928	47.87925577	67.33757114	61.41172433
50.76679516	59.35378265	59.87726641	48.08440256	67.72438502	70.20616031
46.34416795	64.78101254	58.63868117	50.64321947	67.15805364	64.26687527
47.29389596	61.81140208	62.98790956	50.74585438	64.36972237	63.34615421
48.60198665	65.32093906	72.44837403	51.17484784	68.15826583	68.05675435
51.26205039	62.44838047	59.15091562	47.36694002	66.72489095	62.0150063
46.92143083	61.3099618	62.83478212	48.6975348	67.64674163	60.45969057
46.85500669	63.14943171	64.98442507	50.02881074	70.21608758	58.53254128
47.79590821	67.23674631	68.36341429	45.72763538	63.85769248	75.61666965
43.98562622	63.13873076	59.87155724	45.05769515	65.70779800	68.69326758
43.40161228	67.5433929	63.15822124	46.20939875	63.85813379	64.57393336
47.07373548	68.78906679	60.91069365	47.37906766	61.81021094	65.49446845
47.57138705	62.53706479	64.47181869	45.85223532	62.38785577	74.70592475
45.90181065	62.41984749	64.26776147	48.99398065	66.12697005	62.47588778
46.44246221	62.22102118	68.77372408	56.23487639	66.32248282	65.7683301
45.23216534	61.19953275	60.32956266	54.22511959	71.66284585	65.89021468
44.6046865	58.08456063	63.64522243	49.27559423	60.96346664	67.37787914
47.2793088	66.3413744	62.19068122	51.20522285	69.31194711	60.11628366
44.22238326	67.08910012	71.02598357	50.96555972	69.43192816	60.87284589
48.70226026	59.32544971	67.19754553	51.90318871	69.48055506	65.10465145
50.90165186	65.62670159	65.17298937	50.85019493	69.83801055	66.62884736
44.51151991	62.01717067	68.98671651	49.11973906	60.59166002	68.67246938
48.51689124	66.11016536	66.13228941	48.36816406	64.37984729	68.69192457
47.52708459	67.34581089	62.23753357	48.43006802	62.49077630	65.56641817
43.19634295	65.91117454	60.60116601	57.33617091	59.33043599	65.20961475
41.85347772	64.67795086	66.03152514	48.90123463	66.26550817	59.85795522
49.73099184	61.19647646	63.24621129	52.74628878	63.82728076	66.85720468
48.35461044	63.79873443	60.17914128	49.65749145	67.95089746	60.6890471
46.21868753	61.14006972	66.90179348	48.75149155	59.68344927	64.83664584
41.03430271	61.81449509	59.50883675	47.13067913	60.63968754	63.938658
48.69564056	59.69549179	60.83764005	52.05993676	62.75486779	65.45134616
49.10883498	65.88688111	61.00821519	44.85892868	62.33642912	66.79396415
42.01198387	66.73054981	63.24518132	49.13700867	71.90493703	61.07425237
48.98865461	60.73288894	65.75822091	47.66796041	63.92209601	63.18840337
46.43848372	60.32478738	61.40751219	50.89436674	74.66055775	64.42560887
52.95673394	66.52805853	65.22706795	55.08368254	73.14446545	66.95466828
45.56969166	65.22883034	61.28993344	53.3843689	65.64524698	62.54582477
48.39718676	69.84902358	61.01358533	48.92407537	68.23583293	69.1020658
44.6570828	68.19643807	60.81163764	47.36640716	65.83473134	73.43742943
49.09245014	68.06992841	63.20875049	61.68066669	63.11031318	68.36669517
46.96202493	67.5686574	67.52852559	42.53775835	61.88189483	65.41894674
49.58370423	67.177145	60.73402452	54.02696967	66.93710017	64.54319024
49.22472429	60.82829142	62.72336912	71.57061458	71.04531074	57.91193199
47.0128932	63.80135226	62.11735296	46.87956953	70.78166413	69.13033795
49.57708645	64.68388295	59.36506748	45.95741153	67.94145966	57.91193199
49.51908112	83.11056805	57.2126627	53.60254335	74.80015469	69.13033795
47.06381488	62.21801353	67.36330414	51.60734606	76.18599725	74.58488965
51.5656476	70.20761466	60.97864461	48.13452888	71.03308487	70.6192131
49.04265046	67.75185585	63.62988067	45.9751544	69.45621181	58.18194199
46.24166822	71.27511454	66.51240492	49.52318478	62.41091990	104.5841675
46.92023468	64.44666457	63.27460551	45.89714456	65.15718675	65.46255565
54.42085361	64.8284483	65.33795571	46.13010788	62.41091990	71.46073985
46.20223927	71.5418148	60.50627255	53.40101624	65.15718675	73.0081861
50.68167233	66.01768875	61.13507938	47.33621693	61.45393181	98.16843581
45.94591665	69.22128177	67.79979873	49.92497492	70.81315756	73.54916716
45.97411418	70.30781865	68.6632278	49.16475272	63.41561055	69.2693243
44.86060858	65.51801014	66.47899151	48.62905836	66.39645720	61.42446041
45.58304954	73.65501976	64.87301564	48.39587641	71.43786716	71.30297661
47.43948054	70.76632214	63.38654423	50.97551465	71.48597836	63.4475708
46.00964713	64.97903872	66.5223732	50.57913351	66.69737172	66.51839662
42.64396715	64.88449574	65.29444337	55.21783233	65.81887603	71.11339712
43.66037393	59.98516798	66.71601677	61.91457796	69.59427500	73.9922111
50.54627967	60.53203535	60.61008573	66.00861001	76.21968865	69.40347099
